obs,100,500,1000,3000
dis,0.00700000000000001,0.224,3.002,36.713
adj,0,0.00700000000000001,0.080999999999996,0.442000000000007
sum,0.0830000000000001,59.68,NA,NA
hpe,0.118,0.149,0.282000000000004,1.863
hpb,0.0069999999999999,0.046999999999997,0.203000000000003,5.74000000000001
